filename,bbox
0238ebb55.jpg,"[[-0.5975924134254456, -0.8860141038894653, 0.6602619290351868, 0.8886279463768005]]"
023ef338e.jpg,"[[-0.7895788550376892, -0.9581097364425659, 0.5116034150123596, 0.9490485191345215]]"
02475f335.jpg,"[[-0.791376531124115, -0.8619831800460815, 0.8788349628448486, 0.8596866130828857]]"
0247dd21a.jpg,"[[-0.8168788552284241, -0.7478975057601929, 0.8434059023857117, 0.7442246675491333]]"
024a01a2b.jpg,"[[-0.47872018814086914, -0.9446214437484741, 0.5918938517570496, 0.9417708516120911]]"
0259dec9a.jpg,"[[-0.6256670951843262, -0.8757710456848145, 0.26649683713912964, 0.8685120940208435]]"
025bc349d.jpg,"[[-0.23771679401397705, -0.619019627571106, 0.5277286171913147, 0.6018363833427429]]"
02614d547.jpg,"[[-0.5178313255310059, -0.8806354999542236, 0.5693883895874023, 0.8864551782608032]]"
02626b1c3.jpg,"[[-0.5521525144577026, -0.9382027387619019, 0.26646101474761963, 0.9237533807754517]]"
0273758b8.jpg,"[[-0.3849967122077942, -0.8416141271591187, 0.12123316526412964, 0.8093327283859253]]"
0277b3be9.jpg,"[[-0.5076753497123718, -0.9577820301055908, 0.654117226600647, 0.9711654782295227]]"
027a8ca32.jpg,"[[-0.565177321434021, -0.9215247631072998, 0.2554541230201721, 0.9139629602432251]]"
027e9ff14.jpg,"[[-0.738124668598175, -0.8453938961029053, -0.009737461805343628, 0.8367597460746765]]"
0294fcaf4.jpg,"[[-0.7789016366004944, -0.9307384490966797, 0.9117643237113953, 0.9330176115036011]]"
02950682c.jpg,"[[-0.7972989678382874, -0.9586871862411499, 0.8705021142959595, 0.9605097770690918]]"
02a000c65.jpg,"[[-0.9225727915763855, -0.9711301326751709, 0.7977615594863892, 0.9765583872795105]]"
02a7d8a15.jpg,"[[-0.8216413855552673, -0.9657907485961914, 0.7650067806243896, 0.9780067205429077]]"
02a9c6f67.jpg,"[[-0.40725064277648926, -0.8623288869857788, 0.27892667055130005, 0.8403938412666321]]"
02ab81ee7.jpg,"[[-0.8242279291152954, -0.9346297979354858, 0.8875777721405029, 0.9241893887519836]]"
02aff2eda.jpg,"[[-0.4238855838775635, -0.8480541706085205, 0.474740207195282, 0.8433676958084106]]"
02b063a20.jpg,"[[-0.578227698802948, -0.9551736116409302, 0.2731167674064636, 0.9525670409202576]]"
02b4c72e2.jpg,"[[-0.5646722316741943, -0.9514850378036499, 0.655560314655304, 0.9564149975776672]]"
02bd94f1f.jpg,"[[-0.8914519548416138, -0.9551593065261841, 0.9558533430099487, 0.9559000730514526]]"
02bdf0929.jpg,"[[-0.8982855677604675, -0.9673292636871338, 0.9420557618141174, 0.9666964411735535]]"
02c298e3c.jpg,"[[-0.4045352339744568, -0.9416592121124268, 0.34759557247161865, 0.9403839111328125]]"
02c583932.jpg,"[[-0.9165065884590149, -0.9759112596511841, 0.9314922094345093, 0.9779062867164612]]"
02cd0a66b.jpg,"[[-0.93019038438797, -0.9622523784637451, 0.9356483221054077, 0.9640758633613586]]"
02ce8eb2b.jpg,"[[-0.7558147311210632, -0.8491461277008057, 0.888404130935669, 0.8435291051864624]]"
02cfedaf7.jpg,"[[-0.949560284614563, -0.9844918251037598, 0.9618929028511047, 0.9868851900100708]]"
02d726ca2.jpg,"[[-0.6166338920593262, -0.9311082363128662, 0.611039936542511, 0.9190188050270081]]"
02d8e1e1f.jpg,"[[-0.8629249930381775, -0.9614973068237305, 0.9007306694984436, 0.9621502161026001]]"
02e409b9d.jpg,"[[-0.8261064887046814, -0.9580384492874146, 0.4482372999191284, 0.9725881814956665]]"
02eeb5faa.jpg,"[[-0.7492533326148987, -0.9862692356109619, 0.6423001885414124, 0.9900588989257812]]"
02ef5fee0.jpg,"[[-0.8659667372703552, -0.9311730861663818, 0.8890839219093323, 0.9353240132331848]]"
02f1b3142.jpg,"[[-0.6047656536102295, -0.9593368768692017, 0.7473227381706238, 0.9506077170372009]]"
02fa44546.jpg,"[[-0.7545396685600281, -0.9442222118377686, 0.8453046679496765, 0.9563170671463013]]"
030772a9c.jpg,"[[-0.41847389936447144, -0.777045726776123, 0.3486095070838928, 0.7786908149719238]]"
03140866f.jpg,"[[-0.9439595341682434, -0.966631293296814, 0.955321192741394, 0.9677358865737915]]"
031544171.jpg,"[[-0.9170185327529907, -0.9784901142120361, 0.9340802431106567, 0.9754841327667236]]"
031819a74.jpg,"[[-0.5491697192192078, -0.9014437198638916, 0.5435739755630493, 0.9072061777114868]]"
0318b3c3d.jpg,"[[-0.5665212869644165, -0.9756114482879639, 0.6851728558540344, 0.965128481388092]]"
032a75906.jpg,"[[-0.7633414268493652, -0.9655681848526001, 0.7895041108131409, 0.9776796698570251]]"
032dcd794.jpg,"[[-0.6921268701553345, -0.9301934242248535, 0.36263054609298706, 0.9361906051635742]]"
033304f3f.jpg,"[[-0.8519864678382874, -0.9306017160415649, 0.7500657439231873, 0.9392727613449097]]"
03351bebd.jpg,"[[-0.3605654835700989, -0.8526520729064941, 0.2519967257976532, 0.8397358059883118]]"
03376858d.jpg,"[[-0.5746763944625854, -0.7145137786865234, 0.45982885360717773, 0.6983170509338379]]"
034b5f550.jpg,"[[-0.42099568247795105, -0.8449822664260864, 0.18915747106075287, 0.8217328190803528]]"
034d33a63.jpg,"[[-0.8333438634872437, -0.9230061769485474, 0.6259942054748535, 0.9273330569267273]]"
034dc700c.jpg,"[[-0.7909861207008362, -0.9667646884918213, 0.5003629326820374, 0.963140070438385]]"
0350e1267.jpg,"[[-0.9605493545532227, -0.9776551723480225, 0.9646127820014954, 0.9790576100349426]]"
035285281.jpg,"[[-0.44324180483818054, -0.9169065952301025, 0.47240138053894043, 0.9206453561782837]]"
0356c2829.jpg,"[[-0.5564267039299011, -0.9463901519775391, 0.4316364526748657, 0.9465524554252625]]"
0359ba961.jpg,"[[-0.5090411901473999, -0.8854529857635498, 0.4457668662071228, 0.8566128611564636]]"
036ebab77.jpg,"[[-0.4993141293525696, -0.8998837471008301, 0.23245669901371002, 0.9006881713867188]]"
0372369a2.jpg,"[[-0.7167872190475464, -0.9591058492660522, 0.18454864621162415, 0.9633905291557312]]"
0376802cf.jpg,"[[-0.8157595992088318, -0.9628406763076782, 0.7263840436935425, 0.9625452756881714]]"
0376c44c1.jpg,"[[-0.8925500512123108, -0.9703885316848755, 0.9159086346626282, 0.9750008583068848]]"
0383ee2bb.jpg,"[[-0.5977263450622559, -0.9083571434020996, 0.49019670486450195, 0.9106692671775818]]"
03960efed.jpg,"[[-0.9562299847602844, -0.9842108488082886, 0.9418721199035645, 0.9842128753662109]]"
039b04adc.jpg,"[[-0.6657165288925171, -0.9224456548690796, 0.7402309775352478, 0.9207473993301392]]"
03a154d2a.jpg,"[[-0.6016303896903992, -0.9617562294006348, 0.6735921502113342, 0.9672364592552185]]"
03a8f9dc0.jpg,"[[-0.4489176273345947, -0.9607094526290894, 0.5228767991065979, 0.9649885892868042]]"
03b658f23.jpg,"[[-0.46504467725753784, -0.9036300182342529, 0.38801175355911255, 0.9038512706756592]]"
03bbcaaf8.jpg,"[[-0.506613552570343, -0.9178656339645386, 0.43679893016815186, 0.9100772738456726]]"
03bcfbafc.jpg,"[[-0.8434581160545349, -0.9407695531845093, 0.5053560733795166, 0.9414868950843811]]"
03bdbf2a6.jpg,"[[-0.7887678146362305, -0.9417757987976074, 0.6988515853881836, 0.9440847039222717]]"
03cbe2800.jpg,"[[-0.6046079397201538, -0.8826217651367188, 0.5012031197547913, 0.8672407865524292]]"
03ceb64ce.jpg,"[[-0.3206363320350647, -0.7955180406570435, 0.4897685647010803, 0.7783336043357849]]"
03d9f9959.jpg,"[[-0.5908209085464478, -0.9559940099716187, 0.49268853664398193, 0.9510024189949036]]"
03e2aaaf9.jpg,"[[-0.5405078530311584, -0.9228856563568115, 0.6027380228042603, 0.9269284009933472]]"
03eaaa1bc.jpg,"[[-0.7990811467170715, -0.9324327707290649, 0.804829478263855, 0.9260220527648926]]"
03eb52c65.jpg,"[[-0.8260514140129089, -0.9787286520004272, 0.8317239284515381, 0.9804257750511169]]"
03ee04174.jpg,"[[-0.8207980394363403, -0.9396010637283325, 0.564401388168335, 0.9306997656822205]]"
03f12f50f.jpg,"[[-0.8766820430755615, -0.9339483976364136, 0.9514389634132385, 0.9362683892250061]]"
03f41c1f2.jpg,"[[-0.8685013651847839, -0.9442692995071411, 0.46473997831344604, 0.9345595836639404]]"
03f6f8101.jpg,"[[-0.879160463809967, -0.9693819284439087, 0.896501362323761, 0.9697586894035339]]"
0408fdfa8.jpg,"[[-0.6797876954078674, -0.9530930519104004, 0.7316609025001526, 0.951549768447876]]"
041abc157.jpg,"[[-0.6784108877182007, -0.825294017791748, 0.7330006957054138, 0.8249537348747253]]"
041bd63fd.jpg,"[[-0.3580249547958374, -0.9018591642379761, 0.6310624480247498, 0.9070622324943542]]"
0432f301a.jpg,"[[-0.7661395072937012, -0.92290198802948, 0.6354128122329712, 0.9238596558570862]]"
043553c4f.jpg,"[[-0.6925545930862427, -0.9616949558258057, 0.5144190788269043, 0.9597187638282776]]"
043f01afd.jpg,"[[-0.631123960018158, -0.8806016445159912, 0.7151859402656555, 0.8851993083953857]]"
0447d2303.jpg,"[[-0.9008938670158386, -0.9531941413879395, 0.7874329686164856, 0.9536682367324829]]"
045053a13.jpg,"[[-0.7969611883163452, -0.9790881872177124, 0.5693182945251465, 0.9761534333229065]]"
045306b81.jpg,"[[-0.6948263049125671, -0.959098219871521, 0.48916709423065186, 0.9512734413146973]]"
0453f9eb7.jpg,"[[-0.4715367555618286, -0.955834150314331, 0.4369193911552429, 0.9627414345741272]]"
046474ea6.jpg,"[[-0.7196946144104004, -0.8843069076538086, 0.6773642301559448, 0.8806848526000977]]"
0474bf615.jpg,"[[-0.46274715662002563, -0.93080735206604, 0.2019704282283783, 0.9168910980224609]]"
047a40805.jpg,"[[-0.6474355459213257, -0.8511040210723877, 0.5492639541625977, 0.8489723801612854]]"
047b5bcb8.jpg,"[[-0.46406692266464233, -0.9199283123016357, 0.5106341242790222, 0.9158763289451599]]"
048574198.jpg,"[[-0.8833814263343811, -0.9629166126251221, 0.8597585558891296, 0.964346170425415]]"
049def6fb.jpg,"[[-0.7044979333877563, -0.9771697521209717, 0.8165798783302307, 0.9797278642654419]]"
04a5a7aed.jpg,"[[-0.9663307070732117, -0.9721297025680542, 0.9634838104248047, 0.9730640053749084]]"
04a763f43.jpg,"[[-0.4608374238014221, -0.8854720592498779, 0.4472256898880005, 0.8749026656150818]]"
04ada1eaa.jpg,"[[-0.6361199021339417, -0.9736238718032837, 0.7650637626647949, 0.9770922064781189]]"
04b0f6f59.jpg,"[[-0.4736456871032715, -0.9449950456619263, 0.387763649225235, 0.9511228203773499]]"
04c0cf092.jpg,"[[-0.7331534624099731, -0.8336211442947388, 0.47365474700927734, 0.8215129971504211]]"
04c54975e.jpg,"[[-0.38767582178115845, -0.9170849323272705, 0.41640764474868774, 0.8991395831108093]]"
04cd8c8db.jpg,"[[-0.6271164417266846, -0.9426881074905396, 0.4847724437713623, 0.9375827312469482]]"
04d63dabe.jpg,"[[-0.587142288684845, -0.951465368270874, 0.6761632561683655, 0.9545794725418091]]"
04ea55d4d.jpg,"[[-0.5199205875396729, -0.9210340976715088, 0.3030266761779785, 0.9162668585777283]]"
04eb7096a.jpg,"[[-0.3897886276245117, -0.8289555311203003, 0.5344823598861694, 0.804106593132019]]"
04ec29ecc.jpg,"[[-0.4210978150367737, -0.9080613851547241, 0.3021201193332672, 0.9214849472045898]]"
04f26a748.jpg,"[[-0.48012638092041016, -0.7694638967514038, 0.319630891084671, 0.7758253216743469]]"
05102ebd0.jpg,"[[-0.5051509141921997, -0.8654714822769165, 0.44436144828796387, 0.8540111184120178]]"
051507abb.jpg,"[[-0.5001057386398315, -0.8944351673126221, 0.20628823339939117, 0.8837429285049438]]"
0519edcfa.jpg,"[[-0.7652212381362915, -0.9500845670700073, 0.8117063641548157, 0.9484624862670898]]"
051c05e52.jpg,"[[-0.8240892291069031, -0.9587212800979614, 0.5007108449935913, 0.9565269947052002]]"
051f7bd26.jpg,"[[-0.5808401703834534, -0.8321501016616821, 0.5158253312110901, 0.8472996950149536]]"
05285d480.jpg,"[[-0.8669844269752502, -0.9709546566009521, 0.9666715264320374, 0.9717363715171814]]"
05342f3a0.jpg,"[[-0.5196472406387329, -0.9480211734771729, 0.3693566918373108, 0.9521054625511169]]"
05388dc21.jpg,"[[-0.42729899287223816, -0.9216378927230835, 0.5657498836517334, 0.9150358438491821]]"
0538d3032.jpg,"[[-0.8943223357200623, -0.9615000486373901, 0.9030276536941528, 0.9614719152450562]]"
053951fbe.jpg,"[[-0.9065079092979431, -0.9724870920181274, 0.8908782005310059, 0.9745685458183289]]"
0543e6030.jpg,"[[-0.8202117085456848, -0.9622112512588501, 0.7871776223182678, 0.9630401134490967]]"
0547d9c05.jpg,"[[-0.8130967020988464, -0.9625682830810547, 0.7920006513595581, 0.9587462544441223]]"
0547fccaa.jpg,"[[-0.5985788702964783, -0.9584400653839111, 0.49950289726257324, 0.9616658091545105]]"
054f503f8.jpg,"[[-0.48527246713638306, -0.9267110824584961, 0.4385145902633667, 0.9253641366958618]]"
055c0a041.jpg,"[[-0.8065546751022339, -0.9535105228424072, 0.8395645022392273, 0.9606302976608276]]"
055ca674d.jpg,"[[-0.32391977310180664, -0.7644554376602173, 0.29146623611450195, 0.7432904839515686]]"
0569b3d21.jpg,"[[-0.44718480110168457, -0.9359699487686157, 0.40352731943130493, 0.9306324124336243]]"
056c54434.jpg,"[[-0.45130306482315063, -0.7455973625183105, 0.2840263843536377, 0.7298527359962463]]"
058079d6d.jpg,"[[-0.8609023094177246, -0.95599365234375, 0.9500845670700073, 0.9523303508758545]]"
0589c3bcc.jpg,"[[-0.6960452198982239, -0.9507989883422852, 0.5831208825111389, 0.9577879905700684]]"
0590607d3.jpg,"[[-0.5969913005828857, -0.8811677694320679, 0.4396165609359741, 0.8747724890708923]]"
0599dc841.jpg,"[[-0.5251299738883972, -0.9348509311676025, 0.5437397360801697, 0.9395705461502075]]"
05abf15c0.jpg,"[[-0.46212857961654663, -0.8973733186721802, 0.46892428398132324, 0.8958135843276978]]"
05addb78c.jpg,"[[-0.5142666697502136, -0.82254958152771, 0.530237078666687, 0.8126646876335144]]"
05b6fbe96.jpg,"[[-0.5851240158081055, -0.9452612400054932, 0.5606222748756409, 0.9510207176208496]]"
05bac8b66.jpg,"[[-0.5744941234588623, -0.9533662796020508, 0.36290985345840454, 0.9562403559684753]]"
05bd2e6bb.jpg,"[[-0.5591585636138916, -0.9471328258514404, 0.4673957824707031, 0.947917640209198]]"
05dfa0c72.jpg,"[[-0.3008367121219635, -0.8393887281417847, 0.42568373680114746, 0.8313958644866943]]"
05e0da16b.jpg,"[[-0.5128276944160461, -0.9541425704956055, 0.6736422181129456, 0.9609728455543518]]"
05e145d7a.jpg,"[[-0.9483626484870911, -0.9801855087280273, 1.00693678855896, 0.9808852076530457]]"
05f560c71.jpg,"[[-0.39457523822784424, -0.8165923357009888, 0.23928113281726837, 0.7806460857391357]]"
05ff833b9.jpg,"[[-0.8344229459762573, -0.9881418943405151, 0.8508353233337402, 0.9873417019844055]]"
0613d30ca.jpg,"[[-0.4420640468597412, -0.9058125019073486, 0.26225340366363525, 0.8919160962104797]]"
061f7329e.jpg,"[[-0.6006543636322021, -0.6270044445991516, 0.4870486259460449, 0.6148819327354431]]"
06200081a.jpg,"[[-0.3440290689468384, -0.7356160879135132, 0.18338540196418762, 0.7016234993934631]]"
0635c2ac9.jpg,"[[-0.44875985383987427, -0.895071268081665, 0.4169779419898987, 0.8898572325706482]]"
063752d10.jpg,"[[-0.8516266942024231, -0.9442411661148071, 0.8608704209327698, 0.9446300864219666]]"
063aa0d9c.jpg,"[[-0.38644084334373474, -0.9594686031341553, 0.46044522523880005, 0.9702222347259521]]"
063e305e6.jpg,"[[-0.5350461602210999, -0.8983293771743774, 0.36878859996795654, 0.904582142829895]]"
063f5cd24.jpg,"[[-0.8361899256706238, -0.9877104759216309, 0.82631915807724, 0.9893074631690979]]"
0641ae9b5.jpg,"[[-0.6969064474105835, -0.9563170671463013, 0.5445548892021179, 0.9554175138473511]]"
064561561.jpg,"[[-0.6969369053840637, -0.9596601724624634, 0.6722585558891296, 0.9589815139770508]]"
0646a24b2.jpg,"[[-0.7484637498855591, -0.9466768503189087, 0.5641796588897705, 0.9460229277610779]]"
0646d1690.jpg,"[[-0.6832868456840515, -0.9614667892456055, 0.6576790809631348, 0.9629241228103638]]"
0648b2a7c.jpg,"[[-0.906240701675415, -0.9272376298904419, 0.8351239562034607, 0.9311157464981079]]"
0667cb9e4.jpg,"[[-0.7724208235740662, -0.974744439125061, 0.6132616400718689, 0.9757235050201416]]"
068dbd223.jpg,"[[-0.6665294766426086, -0.9466472864151001, 0.3867260813713074, 0.9568613171577454]]"
069948176.jpg,"[[-0.46451812982559204, -0.8659152984619141, 0.5251116752624512, 0.8647319078445435]]"
069c0d382.jpg,"[[-0.6057718992233276, -0.8572074174880981, 0.5190213322639465, 0.8384506702423096]]"
069cdd4b0.jpg,"[[-0.566770613193512, -0.8718490600585938, 0.4256243109703064, 0.877880871295929]]"
06a8cf283.jpg,"[[-0.6059473752975464, -0.8602588176727295, 0.5400789976119995, 0.8482514023780823]]"
06af8bc75.jpg,"[[-0.8264279365539551, -0.9646545648574829, 0.6577567458152771, 0.965272843837738]]"
06b8b398f.jpg,"[[-0.6682660579681396, -0.9579323530197144, 0.7923994064331055, 0.9620413184165955]]"
06b9c4981.jpg,"[[-0.8859620690345764, -0.967988133430481, 0.876492440700531, 0.9645988941192627]]"
06baaab99.jpg,"[[-0.8546786308288574, -0.9583085775375366, 0.875254213809967, 0.9578170776367188]]"
06c46df18.jpg,"[[-0.38567054271698, -0.8383032083511353, 0.2322184443473816, 0.8186021447181702]]"
06d343d71.jpg,"[[-0.849116861820221, -0.9735413789749146, 0.8262414932250977, 0.9764865040779114]]"
06d511f0e.jpg,"[[-0.8091064095497131, -0.9736162424087524, 0.970937967300415, 0.9740386605262756]]"
06dba2ec2.jpg,"[[-0.4746074676513672, -0.9484565258026123, 0.4175304174423218, 0.9524850249290466]]"
06df3d246.jpg,"[[-0.5089574456214905, -0.9417202472686768, 0.45027589797973633, 0.9416065812110901]]"
06e81d948.jpg,"[[-0.5520455241203308, -0.9156227111816406, 0.540574312210083, 0.8948647975921631]]"
06e8c3191.jpg,"[[-0.4839884042739868, -0.7793440818786621, 0.38540661334991455, 0.7629978060722351]]"
06ed4a372.jpg,"[[-0.49384504556655884, -0.9416298866271973, 0.4827917814254761, 0.9412558674812317]]"
06fa36e08.jpg,"[[-0.8180023431777954, -0.8904052972793579, 0.6566171050071716, 0.8971201181411743]]"
06fdc1fd7.jpg,"[[-0.4706481695175171, -0.9399935007095337, 0.4557687044143677, 0.938260555267334]]"
06ffe116d.jpg,"[[-0.3738420605659485, -0.9396424293518066, 0.37795794010162354, 0.9441561698913574]]"
07053c913.jpg,"[[-0.3201277256011963, -0.8662668466567993, 0.5430020093917847, 0.8586463928222656]]"
0709abe10.jpg,"[[-0.7594974637031555, -0.95894455909729, 0.6698238253593445, 0.9559748768806458]]"
0713b92c6.jpg,"[[-0.58928382396698, -0.9186367988586426, 0.5241113305091858, 0.9166507720947266]]"
071601cde.jpg,"[[-0.4643596410751343, -0.8188283443450928, 0.40475034713745117, 0.7942095994949341]]"
0721b6f4c.jpg,"[[-0.5555912852287292, -0.9576802253723145, 0.8096635937690735, 0.965083122253418]]"
072a7a777.jpg,"[[-0.8989145755767822, -0.9643784761428833, 0.8777494430541992, 0.9662864804267883]]"
072faed30.jpg,"[[-0.41058316826820374, -0.8568609952926636, 0.40017181634902954, 0.8469043374061584]]"
0734b53b4.jpg,"[[-0.8776939511299133, -0.9559813737869263, 0.9360027313232422, 0.9574507474899292]]"
073f7164e.jpg,"[[-0.37565916776657104, -0.8299671411514282, 0.2706466317176819, 0.8153379559516907]]"
